RowNumber	CustomerId	CreditScore	Geography	Gender	Age	Tenure	Balance	HasCrCard	IsActiveMember	EstimatedSalary	Exited	NumOfProducts	Surname	Linear Regression	Random Forest
3775.0	15691785.0	850.0	France	Male	61.0	1.0	0.0	1	0	53067.83	1	1.0	Findlay	1.6601589796989458	1.0
6496.0	15640852.0	617.0	Germany	Female	39.0	5.0	83348.89	1	0	7953.62	1	3.0	McGregor	1.5955009257446315	1.9424242424242422
8879.0	15675794.0	645.0	Germany	Male	47.0	9.0	152076.93	1	0	121840.2	1	1.0	Hsing	1.38156395850515	1.0
7362.0	15586479.0	692.0	France	Female	36.0	4.0	0.0	1	0	185580.89	1	1.0	Yin	1.7391403286796774	1.0857142857142859
8367.0	15812422.0	637.0	France	Male	41.0	2.0	0.0	0	1	102515.42	0	2.0	Ugorji	1.7686698961256055	1.875
7475.0	15799859.0	704.0	France	Male	50.0	4.0	165438.26	1	0	120770.75	1	1.0	Lucchesi	1.15643094130156	1.0
47.0	15602280.0	829.0	Germany	Female	27.0	9.0	112045.67	1	1	119708.21	1	1.0	Martin	1.505209602745787	1.315
31.0	15589475.0	591.0	Spain	Female	39.0	3.0	0.0	1	0	140469.38	1	3.0	Azikiwe	1.7121640758313654	2.5517857142857143
8251.0	15688865.0	850.0	France	Female	35.0	9.0	0.0	0	0	25329.48	0	2.0	Wade	1.7782662084456256	1.6666666666666667
6936.0	15750396.0	670.0	France	Male	33.0	1.0	0.0	1	1	86413.11	0	2.0	McKissick	1.7376393581629581	2.0
1469.0	15814846.0	691.0	France	Male	52.0	3.0	0.0	1	0	175843.68	1	1.0	Ozerova	1.7089067575697834	1.480952380952381
1666.0	15775082.0	749.0	France	Male	42.0	1.0	129776.72	0	1	143538.51	0	2.0	Stewart	1.3232465743667796	1.7
1417.0	15667651.0	585.0	Spain	Female	33.0	8.0	0.0	1	0	114182.07	0	2.0	Young	1.7789289869318547	1.9
6481.0	15693704.0	679.0	France	Female	24.0	6.0	114948.76	0	1	135768.25	0	2.0	Tsou	1.4143549494536845	1.5
4853.0	15574137.0	687.0	Spain	Male	35.0	3.0	0.0	1	1	176450.19	0	2.0	Ch'in	1.750510542956236	1.8333333333333333
2471.0	15720838.0	689.0	Spain	Female	31.0	3.0	139799.63	0	1	120663.57	0	1.0	Gallo	1.3249490687787722	1.15
4374.0	15596455.0	546.0	Spain	Female	45.0	2.0	0.0	0	0	197789.83	1	1.0	Mao	1.7573814573278448	1.6
8525.0	15711750.0	711.0	France	Female	34.0	6.0	0.0	1	1	175310.38	0	2.0	Watson	1.8037916558280123	2.0
430.0	15806467.0	568.0	Germany	Male	40.0	1.0	99282.63	0	0	134600.94	1	1.0	Boyle	1.5608826072743767	1.2
5245.0	15702190.0	672.0	Spain	Male	43.0	5.0	0.0	1	1	64515.5	0	2.0	Fan	1.7318748878498444	1.9
2120.0	15791836.0	690.0	France	Male	29.0	5.0	0.0	1	0	108577.97	0	2.0	Wildman	1.7477423729950958	2.0
386.0	15720910.0	560.0	France	Female	66.0	9.0	0.0	1	1	15928.49	0	1.0	Black	1.7297043640886482	1.5450000000000002
1946.0	15607347.0	734.0	France	Male	22.0	5.0	130056.23	0	0	121894.31	1	1.0	Olisaemeka	1.2526878570664428	1.2
4225.0	15735270.0	767.0	Spain	Male	47.0	2.0	0.0	1	0	48161.18	1	1.0	Ruggiero	1.6766752177545476	1.0
474.0	15681705.0	785.0	France	Male	28.0	8.0	0.0	1	0	77231.27	0	2.0	Fanucci	1.7220299746227716	1.9666666666666668
2130.0	15664881.0	702.0	France	Male	34.0	4.0	100054.77	1	0	109496.45	0	1.0	Norton	1.3982786231093418	1.1
6557.0	15612207.0	840.0	Germany	Female	51.0	1.0	87779.83	0	1	36687.11	1	1.0	Hill	1.587331103272723	1.1783333333333332
6999.0	15640074.0	666.0	Spain	Female	47.0	5.0	0.0	0	0	166650.9	1	1.0	Barrett	1.7622574093952201	1.1866666666666668
1056.0	15769499.0	545.0	Spain	Female	74.0	3.0	0.0	1	1	161326.73	0	2.0	Lampungmeiua	1.7886894700062332	2.0
3275.0	15596984.0	629.0	France	Female	31.0	6.0	0.0	1	1	16447.6	1	1.0	Pinto	1.6665370241815083	1.15
4962.0	15632521.0	689.0	Germany	Male	45.0	0.0	130170.82	1	0	150856.38	0	2.0	Cattaneo	1.4987447054794427	1.8333333333333333
5364.0	15663410.0	771.0	Spain	Male	51.0	5.0	135506.58	1	1	152479.64	1	3.0	Piccio	1.2448950941803127	3.1208333333333336
5817.0	15663917.0	547.0	France	Male	43.0	1.0	92350.36	0	1	80262.91	0	1.0	Adams	1.4276916690116217	1.125
812.0	15649992.0	681.0	Spain	Male	65.0	7.0	134714.7	0	1	190419.81	0	2.0	Alexander	1.3169687658209135	1.4166666666666665
4574.0	15693906.0	645.0	France	Female	24.0	3.0	34547.82	1	1	11638.17	0	1.0	Abbott	1.6212044673416037	1.0892857142857142
6138.0	15720371.0	652.0	France	Female	51.0	3.0	0.0	1	0	173989.47	1	1.0	McLean	1.7456680390620491	1.0866666666666667
2389.0	15778395.0	762.0	Germany	Male	34.0	4.0	88815.56	1	0	68562.26	1	2.0	McIntyre	1.5654967036646574	1.575
9649.0	15797190.0	608.0	Germany	Female	40.0	7.0	96202.32	0	0	161154.85	0	1.0	Charlton	1.702490274906104	1.0
6226.0	15742172.0	598.0	Germany	Male	32.0	9.0	123938.6	1	0	198894.42	0	2.0	Williamson	1.5587878051270263	1.5666666666666669
112.0	15665790.0	538.0	Germany	Male	39.0	7.0	108055.1	1	0	27231.26	0	2.0	Rowntree	1.5280838840689372	1.67
8910.0	15705085.0	670.0	Spain	Female	29.0	9.0	0.0	1	0	27359.19	0	2.0	Quesada	1.7790681169618787	1.7666666666666668
1746.0	15772995.0	529.0	France	Male	30.0	2.0	116295.29	1	0	75285.47	0	1.0	Ts'ao	1.3437770054687201	1.3583333333333332
7852.0	15651581.0	758.0	Germany	Male	68.0	6.0	112595.85	1	0	35865.44	1	1.0	Lavrentyev	1.4762873282979305	1.1
1453.0	15774882.0	687.0	France	Female	35.0	3.0	99587.43	1	1	1713.1	1	1.0	Mazzanti	1.3423463050124476	1.4291666666666667
320.0	15626114.0	429.0	France	Male	24.0	4.0	95741.75	1	0	46170.75	0	1.0	Pearson	1.3836448584510554	1.295
8594.0	15722037.0	610.0	Germany	Male	36.0	7.0	115462.02	0	1	42581.04	0	1.0	Alvarez	1.545010605084205	1.1
3334.0	15599078.0	619.0	Germany	Female	41.0	5.0	92467.58	1	0	38270.47	0	1.0	Yang	1.6180832739801483	1.05
1923.0	15805637.0	625.0	France	Male	36.0	9.0	108546.16	1	0	133807.77	1	3.0	Hsing	1.3390548888912108	2.5
5866.0	15735339.0	663.0	France	Male	39.0	4.0	0.0	1	0	76884.05	0	1.0	Lynch	1.740924801456952	1.2125
9529.0	15584462.0	739.0	France	Male	34.0	9.0	0.0	1	0	60584.33	0	1.0	Liang	1.7329026478173013	1.4383333333333335
3686.0	15642137.0	695.0	Spain	Female	39.0	5.0	0.0	0	0	102763.69	0	2.0	Fang	1.7906610222788235	1.875
4276.0	15763895.0	536.0	France	Male	32.0	7.0	178011.5	1	0	22375.14	0	2.0	Hung	1.1308871905483022	1.7625
4890.0	15693205.0	691.0	Germany	Female	41.0	8.0	109153.96	1	1	148848.76	1	3.0	Peng	1.5477443678957226	1.7066666666666666
5226.0	15586300.0	615.0	France	Male	66.0	7.0	0.0	1	1	74580.8	0	2.0	Chinonyelum	1.7114736453729769	1.95
7473.0	15573798.0	448.0	France	Female	36.0	6.0	83947.12	1	0	81999.53	0	2.0	Yermolayev	1.4845170369783567	1.925
3606.0	15788683.0	588.0	Germany	Female	34.0	10.0	129417.82	1	0	153727.32	0	1.0	Kang	1.5585026001689521	1.2
1053.0	15623471.0	607.0	Germany	Male	38.0	3.0	98205.77	1	0	176318.27	0	1.0	Marcelo	1.6034340497543211	1.2357142857142858
4157.0	15599452.0	605.0	Germany	Female	43.0	8.0	125338.8	1	0	23970.13	0	2.0	Conti	1.508334453071631	1.9657142857142857
9677.0	15720924.0	585.0	France	Female	34.0	1.0	0.0	1	1	75503.6	0	1.0	Chijioke	1.7732318902069695	1.465
100.0	15633059.0	413.0	France	Male	34.0	9.0	0.0	0	0	6534.18	0	2.0	Fanucci	1.7076946210500146	1.9057142857142857
7509.0	15580366.0	566.0	Germany	Male	54.0	4.0	118614.6	1	1	172601.62	0	2.0	Okechukwu	1.53848797214929	1.875
1457.0	15789546.0	639.0	Spain	Male	28.0	8.0	0.0	1	0	126561.07	0	2.0	Ojiofor	1.7632727805600474	1.86
7689.0	15592412.0	713.0	Germany	Male	45.0	4.0	131038.14	1	0	74005.04	1	1.0	Sun	1.4198017073375824	1.1857142857142857
4005.0	15738546.0	530.0	Spain	Female	41.0	4.0	0.0	0	1	147606.71	0	2.0	Gboliwe	1.8068908663337808	1.825
6867.0	15664506.0	675.0	Spain	Male	32.0	8.0	197436.82	1	1	52710.7	0	1.0	Goodwin	1.0726337857572343	1.0333333333333332
4510.0	15610930.0	572.0	Germany	Female	35.0	1.0	139979.07	1	0	185662.84	0	1.0	Kwemto	1.5090181954570596	1.0333333333333332
3300.0	15724527.0	825.0	France	Male	34.0	9.0	0.0	1	1	31933.06	0	2.0	Forbes	1.7117139441245102	1.9300000000000002
3800.0	15655341.0	458.0	Spain	Female	35.0	5.0	166492.48	1	0	135287.74	0	1.0	Chinagorom	1.2336801243281628	1.3083333333333331
4282.0	15721251.0	554.0	Spain	Female	41.0	4.0	112152.89	0	1	36242.19	0	1.0	Watson	1.3959930023370744	1.2
9052.0	15569624.0	671.0	Germany	Female	31.0	6.0	105864.6	1	0	145567.34	0	2.0	Feng	1.6225964328746523	2.1166666666666663
6463.0	15682211.0	467.0	France	Male	57.0	1.0	0.0	1	1	114448.77	0	2.0	Tu	1.7356968915431936	1.7799999999999998
7913.0	15652169.0	642.0	France	Male	35.0	2.0	133161.95	0	1	122254.86	0	1.0	Buckley	1.31093996422933	1.1666666666666667
1415.0	15620507.0	485.0	Germany	Female	30.0	5.0	156771.68	1	1	141148.21	0	1.0	Siciliani	1.4243171012796245	1.061904761904762
541.0	15667896.0	833.0	France	Male	37.0	8.0	151226.18	1	1	136129.49	0	2.0	De Luca	1.2243797221920463	1.8
5816.0	15788022.0	802.0	Germany	Female	41.0	4.0	90757.64	0	1	169183.66	0	2.0	Sternberg	1.6985982434480693	1.6800000000000002
8200.0	15798532.0	810.0	France	Male	32.0	9.0	120879.73	0	1	78896.59	0	2.0	Crawford	1.3609942857691246	1.925
3681.0	15604576.0	850.0	Spain	Male	22.0	3.0	0.0	1	1	144385.54	0	1.0	Eiland	1.7410794027205543	1.6714285714285715
755.0	15685997.0	838.0	Spain	Female	39.0	5.0	166733.92	1	0	14279.44	0	2.0	Azubuike	1.1880441222462454	1.6714285714285715
4197.0	15796910.0	625.0	Spain	Female	57.0	7.0	0.0	0	0	84106.17	1	1.0	Tsui	1.7466256237620115	1.1
2651.0	15813439.0	587.0	France	Male	33.0	5.0	100116.82	1	0	34215.58	0	1.0	Ch'ien	1.3939539137086692	1.0875
4523.0	15705309.0	629.0	Spain	Male	39.0	5.0	0.0	0	0	116748.14	0	2.0	Yuriev	1.7708457833032492	1.75
9520.0	15782121.0	610.0	France	Female	27.0	2.0	0.0	1	0	14546.76	0	2.0	Leonard	1.7713014351713368	1.9233333333333333
3119.0	15789432.0	451.0	France	Male	33.0	6.0	0.0	1	0	184954.11	0	2.0	Mazzanti	1.7754712971936144	1.975
3729.0	15806210.0	675.0	Spain	Male	66.0	5.0	115654.47	1	1	131970.86	0	2.0	Bateman	1.3733014187813568	1.75
3887.0	15720941.0	710.0	Germany	Male	34.0	8.0	147833.3	0	1	1561.58	0	2.0	Tien	1.4103946917804495	1.6300000000000001
7108.0	15767358.0	711.0	Germany	Female	45.0	1.0	97486.15	1	0	50610.62	0	2.0	Obioma	1.6330223375014994	1.777777777777778
8069.0	15797710.0	619.0	Germany	Male	29.0	4.0	98955.87	0	1	131712.51	0	1.0	Saunders	1.6340889840252275	1.125
7326.0	15787229.0	761.0	Spain	Female	34.0	2.0	0.0	1	0	61251.25	0	2.0	Samsonova	1.7892893246640895	1.9
8484.0	15589949.0	433.0	Spain	Male	34.0	9.0	152806.74	1	0	19687.99	0	1.0	Maclean	1.2176922886980999	1.1333333333333333
8768.0	15585466.0	552.0	France	Male	29.0	10.0	0.0	1	0	12186.83	0	2.0	Russo	1.7166451133870821	1.9133333333333333
6501.0	15625964.0	582.0	France	Female	43.0	5.0	153313.67	0	0	170563.73	0	1.0	Buckley	1.2972030551804001	1.0
8427.0	15704651.0	514.0	France	Male	26.0	1.0	0.0	0	0	121551.93	0	2.0	Bishop	1.772478008943574	2.0
7964.0	15774316.0	630.0	France	Male	37.0	6.0	0.0	1	1	82647.65	0	2.0	Moretti	1.7455894102761025	1.9899999999999998
602.0	15645569.0	762.0	Spain	Female	26.0	7.0	123709.46	1	1	169654.57	0	2.0	Mai	1.368693101584682	1.6107142857142858
9250.0	15795747.0	787.0	Spain	Female	39.0	7.0	171646.76	0	1	100791.36	0	1.0	Sheppard	1.243554241534955	1.3583333333333334
8920.0	15794323.0	673.0	France	Male	32.0	8.0	121240.76	1	0	116969.73	0	1.0	Buckley	1.3684440685335113	1.2678571428571428
6815.0	15665943.0	445.0	France	Male	25.0	6.0	0.0	1	0	119425.94	0	2.0	Mai	1.7519028497563534	1.9166666666666665
5412.0	15813640.0	642.0	France	Female	40.0	7.0	0.0	1	0	10712.82	0	2.0	Shih	1.763948259898826	2.066666666666667
8748.0	15667216.0	579.0	France	Female	29.0	10.0	73194.52	1	1	129209.09	0	2.0	Chung	1.5436841153326917	1.7833333333333332
5523.0	15686696.0	817.0	France	Female	37.0	6.0	81070.34	1	0	80985.88	0	2.0	Brown	1.5005710268157657	1.875
1045.0	15779059.0	670.0	France	Female	38.0	4.0	119624.54	1	1	110472.12	0	2.0	Timms	1.3677293731890061	1.6666666666666667
7335.0	15759133.0	616.0	France	Male	18.0	6.0	0.0	1	1	27308.58	0	2.0	Vaguine	1.7257231700147337	1.9
1558.0	15706815.0	515.0	Germany	Male	37.0	2.0	90432.92	1	1	188366.04	1	1.0	Samoylova	1.5764406672938054	1.1107142857142858
3740.0	15801125.0	627.0	France	Female	32.0	1.0	0.0	1	0	106851.7	0	1.0	Kegley	1.7844344021833376	1.215
3523.0	15645045.0	659.0	France	Female	38.0	9.0	0.0	1	1	132809.18	0	2.0	Rudduck	1.7693478961023372	1.95
181.0	15716334.0	850.0	Spain	Female	45.0	2.0	122311.21	1	1	19482.5	0	1.0	Rozier	1.3275936562188897	1.025
2116.0	15718893.0	404.0	Germany	Female	54.0	4.0	125456.07	1	0	83715.66	1	1.0	Pirozzi	1.473523104889683	1.45
1700.0	15664523.0	696.0	Germany	Female	31.0	8.0	122021.92	1	0	33828.64	0	2.0	Colombo	1.5235089689176387	1.8199999999999998
1380.0	15571752.0	668.0	Germany	Female	32.0	10.0	92041.87	1	1	43595.9	0	1.0	Romani	1.606628886915735	1.225
7230.0	15635244.0	716.0	France	Female	29.0	6.0	0.0	1	1	98998.61	0	2.0	Ritchie	1.7670576354557095	2.0
9144.0	15793197.0	676.0	France	Female	34.0	8.0	100359.54	0	0	46038.28	0	1.0	Bailey	1.4644011220665776	1.0
619.0	15594594.0	546.0	Spain	Male	42.0	7.0	139070.51	1	1	86945.0	0	1.0	Loggia	1.2501092057289196	1.0
3182.0	15663249.0	575.0	Spain	Female	37.0	9.0	133292.45	1	0	111175.09	0	1.0	Howells	1.3383793688052272	1.1800000000000002
9852.0	15792077.0	671.0	Germany	Male	28.0	8.0	119859.52	1	0	125422.66	0	2.0	Degtyaryov	1.5652408066438113	1.6966666666666668
1601.0	15748718.0	517.0	France	Male	28.0	2.0	115062.61	1	0	179056.23	0	1.0	Gordon	1.3777867043292151	1.1
5964.0	15653521.0	850.0	Germany	Female	40.0	7.0	104449.8	1	1	747.88	0	1.0	Onuora	1.5719872053757018	1.2833333333333334
1616.0	15722578.0	685.0	Germany	Female	21.0	6.0	97956.5	1	1	164966.27	0	1.0	Spitzer	1.6417773012828827	1.2666666666666668
5921.0	15640648.0	698.0	France	Male	36.0	6.0	0.0	0	1	19231.98	0	2.0	Howe	1.7178763543751474	1.9035714285714285
9592.0	15649211.0	708.0	Spain	Male	40.0	8.0	83015.71	1	0	101089.76	0	1.0	Fokina	1.4852345065028916	1.119047619047619
3892.0	15748854.0	723.0	Germany	Female	28.0	5.0	91938.31	1	0	143481.85	0	1.0	Sung	1.6732797620378483	1.2
2084.0	15779738.0	534.0	France	Male	24.0	1.0	0.0	1	1	169653.32	0	1.0	Buccho	1.7537954541581173	1.45
4575.0	15739514.0	659.0	France	Female	32.0	9.0	0.0	1	1	93155.75	0	2.0	Preston	1.7713567504326155	2.0
5595.0	15658432.0	688.0	France	Male	40.0	6.0	0.0	1	1	47886.44	0	1.0	Freeman	1.7136012293573333	1.4416666666666667
5122.0	15708422.0	677.0	Spain	Female	35.0	0.0	0.0	0	0	76637.38	0	2.0	Hsiung	1.7912063608117879	1.8399999999999999
4588.0	15676094.0	500.0	France	Female	34.0	6.0	0.0	1	1	140268.45	0	1.0	Osonduagwuike	1.776932017377053	1.3
4903.0	15634491.0	652.0	France	Male	30.0	2.0	176166.56	1	1	152210.81	0	2.0	Kung	1.1519978436644729	1.6057142857142856
8253.0	15734737.0	744.0	France	Male	56.0	9.0	0.0	1	1	169498.61	0	2.0	Bruno	1.7700415536180003	1.775
5917.0	15698872.0	633.0	Spain	Female	39.0	2.0	0.0	0	0	191207.03	0	2.0	Brown	1.8300878540999306	2.0
5130.0	15764432.0	588.0	Germany	Female	42.0	2.0	164307.77	1	0	48498.19	0	1.0	Hicks	1.4041582999130056	1.4577380952380952
8335.0	15610343.0	705.0	France	Female	37.0	10.0	0.0	1	1	13935.53	1	2.0	Marshall-Hall	1.6847660625710221	1.9333333333333331
1919.0	15744105.0	768.0	France	Female	28.0	3.0	109118.05	0	1	50911.41	0	2.0	Kodilinyechukwu	1.396497714570915	1.7208333333333337
8331.0	15707974.0	815.0	Spain	Female	38.0	2.0	48387.0	1	0	184796.84	0	1.0	Anayochukwu	1.660521701055894	1.1133333333333335
5708.0	15649451.0	746.0	France	Male	25.0	9.0	0.0	0	1	88728.47	0	2.0	Yates	1.7432085635399543	1.9125
5385.0	15679813.0	727.0	Spain	Male	28.0	1.0	0.0	1	0	40357.39	0	1.0	Ellis	1.7298197633310208	1.4333333333333333
6337.0	15781534.0	536.0	Germany	Female	35.0	4.0	121520.36	0	0	77178.42	0	1.0	Rapuluolisa	1.577870459716658	1.0791666666666668
2055.0	15730868.0	747.0	France	Male	41.0	5.0	0.0	1	1	22750.17	0	2.0	Marshall	1.7025810570489048	1.75
7613.0	15599535.0	678.0	Spain	Male	28.0	5.0	138668.18	1	1	54144.01	0	1.0	Howell	1.2620422444738844	1.0
9210.0	15570681.0	560.0	France	Male	24.0	1.0	116084.32	1	0	89734.7	0	1.0	Chiang	1.3475707106951158	1.1
3964.0	15629603.0	607.0	France	Male	31.0	8.0	0.0	1	1	43196.5	0	2.0	Chuang	1.7060060642690653	1.9
1127.0	15593973.0	663.0	Spain	Female	33.0	8.0	122528.18	1	0	196260.3	0	1.0	Wilkie	1.3865807413177043	1.0
3429.0	15570360.0	641.0	France	Female	35.0	4.0	0.0	0	0	125986.18	0	2.0	Wan	1.7787283601599182	1.9533333333333336
4602.0	15571666.0	642.0	Germany	Male	30.0	8.0	134497.27	0	0	43250.54	0	1.0	Shaw	1.462866480185646	1.2
3722.0	15758362.0	731.0	France	Female	41.0	9.0	152243.57	1	1	88783.59	0	1.0	Williamson	1.260814775014006	1.0
2390.0	15711825.0	655.0	Spain	Female	35.0	1.0	82231.51	1	0	88798.02	0	2.0	Ts'ai	1.499377446489963	1.875
1323.0	15598846.0	700.0	France	Female	44.0	2.0	58781.76	1	0	16874.92	0	1.0	Shahan	1.5285280606599378	1.0142857142857142
1604.0	15593470.0	576.0	Germany	Female	36.0	8.0	166287.85	1	1	23305.85	0	1.0	Tu	1.3540452403113183	1.0
7225.0	15609823.0	751.0	Spain	Female	34.0	8.0	127095.14	0	0	479.54	0	2.0	Chieloka	1.3432569688881515	1.819047619047619
7426.0	15640521.0	552.0	Germany	Male	33.0	3.0	144962.74	1	0	58844.84	1	1.0	Chidumaga	1.3737133603751588	1.1107142857142858
4337.0	15771742.0	580.0	Germany	Male	38.0	9.0	115442.19	1	0	128481.5	1	2.0	Boyle	1.504223744362618	1.9833333333333336
5594.0	15597968.0	617.0	Spain	Male	50.0	7.0	0.0	1	0	184839.7	1	1.0	Fyans	1.7117136525066232	1.08
4412.0	15740345.0	657.0	Spain	Male	42.0	5.0	41473.33	1	0	112979.6	1	1.0	Osborne	1.5626542604720228	1.0
5859.0	15757867.0	570.0	France	Female	30.0	10.0	176173.52	1	0	97045.32	1	1.0	Bray	1.1433721487137751	1.1949999999999998
9344.0	15798749.0	845.0	Germany	Female	43.0	3.0	152063.59	1	0	97910.06	0	2.0	Davidson	1.4776934259788783	1.95
3992.0	15601659.0	496.0	Germany	Female	59.0	7.0	91680.1	1	0	163141.18	1	2.0	Fiorentino	1.605070941952247	1.9357142857142862
6080.0	15739292.0	609.0	Germany	Male	31.0	9.0	103837.75	1	1	150218.11	0	1.0	Gorshkov	1.6000588553287716	1.1
1560.0	15671032.0	760.0	Germany	Male	42.0	0.0	77992.97	1	1	97906.38	0	2.0	He	1.6408206769799911	1.9666666666666668
4683.0	15568046.0	809.0	France	Male	24.0	7.0	109558.36	1	0	183515.13	0	1.0	Izuchukwu	1.389163161379405	1.23
7558.0	15647295.0	426.0	France	Male	34.0	9.0	0.0	1	0	107876.91	0	2.0	Chin	1.7497603810425009	2.0
3773.0	15699486.0	745.0	Spain	Male	34.0	7.0	132944.53	1	1	31802.92	0	1.0	Johnson	1.2750535180802867	1.1333333333333333
8780.0	15650322.0	701.0	France	Female	34.0	3.0	105588.66	0	1	74694.41	0	1.0	Grigoryeva	1.4251477703639832	1.05
3458.0	15713370.0	657.0	Spain	Male	36.0	8.0	188241.05	0	0	183058.51	1	2.0	Hunter	1.1059060301328005	1.8333333333333333
8384.0	15593501.0	493.0	France	Female	36.0	5.0	148667.81	1	0	56092.51	0	2.0	Graham	1.2645771645454877	1.6600000000000001
1355.0	15683403.0	611.0	Spain	Male	52.0	7.0	0.0	0	1	73585.18	1	1.0	Lombardi	1.678033267662904	1.2333333333333334
46.0	15754849.0	776.0	Germany	Female	32.0	4.0	109421.13	1	1	126517.46	0	2.0	Tyler	1.588025110670247	1.8333333333333335
9873.0	15648032.0	588.0	Spain	Male	37.0	2.0	0.0	0	1	187816.59	0	2.0	Young	1.7913147119742603	2.0
749.0	15813034.0	727.0	Spain	Male	38.0	2.0	62276.99	1	1	59280.79	0	1.0	Martin	1.520012307340748	1.3625
7918.0	15590094.0	613.0	Germany	Male	38.0	9.0	126265.88	0	0	15859.95	0	2.0	Nwachukwu	1.4938908135746303	1.6666666666666665
4242.0	15626040.0	793.0	Spain	Male	63.0	0.0	0.0	0	1	27166.75	0	2.0	McDonald	1.717191149587835	1.9741666666666666
5629.0	15665168.0	681.0	Germany	Female	44.0	3.0	105206.7	1	1	163558.36	0	2.0	Calabrese	1.618718162081119	1.8
4658.0	15736302.0	687.0	France	Male	48.0	4.0	0.0	1	1	170893.85	0	2.0	McKay	1.757017886568775	1.7833333333333337
4239.0	15710390.0	655.0	France	Female	39.0	6.0	94631.26	1	1	148948.52	0	2.0	Uspensky	1.4662970653833385	1.496590909090909
3461.0	15641662.0	470.0	Germany	Male	39.0	5.0	117469.91	0	0	63705.9	0	2.0	Enticknap	1.5284005268202117	1.9
7382.0	15573077.0	620.0	Germany	Female	25.0	8.0	141825.88	1	1	73857.94	1	1.0	Nwora	1.4095784168777448	1.0666666666666669
5550.0	15567013.0	779.0	Spain	Male	33.0	3.0	0.0	1	0	30804.68	0	2.0	De Luca	1.7150845262112275	2.0083333333333337
7076.0	15768295.0	778.0	France	Female	34.0	7.0	109564.1	0	1	113046.81	0	1.0	Warner	1.4354398158674189	1.15
5839.0	15570379.0	669.0	Spain	Male	51.0	3.0	88827.53	0	0	85250.77	1	1.0	Whitelegge	1.3923954775046345	1.5166666666666666
8092.0	15715510.0	768.0	France	Male	29.0	2.0	95984.69	1	1	73686.75	0	2.0	Eluemuno	1.4135511772064553	1.6176190476190477
5475.0	15696277.0	651.0	France	Female	34.0	9.0	0.0	1	0	138113.71	0	2.0	Hs?	1.7927857308864192	1.9
3615.0	15747649.0	558.0	Germany	Female	36.0	0.0	126606.63	1	1	172363.52	0	2.0	Summerville	1.5523185068819483	1.6166666666666665
7502.0	15605341.0	681.0	France	Female	58.0	8.0	93173.88	1	1	139761.25	0	1.0	Baird	1.4657675740411147	1.02
7054.0	15815271.0	755.0	Germany	Male	43.0	6.0	165048.5	1	0	16929.41	1	3.0	Ritchie	1.3137538281691685	2.6083333333333334
7368.0	15736399.0	606.0	Spain	Male	42.0	10.0	0.0	1	0	177938.52	0	2.0	Korovin	1.791591138610508	1.7125
8020.0	15771154.0	683.0	France	Female	73.0	8.0	137732.23	1	1	133210.44	0	2.0	North	1.3348096949997943	1.6625
9639.0	15662337.0	744.0	Germany	Female	50.0	1.0	121498.11	0	1	106061.47	1	2.0	Baldwin	1.5121783963823068	1.825
9056.0	15645323.0	630.0	France	Male	55.0	2.0	0.0	1	1	106202.07	1	1.0	Chinwenma	1.6793043114988075	1.3964285714285714
665.0	15763218.0	661.0	France	Female	41.0	1.0	0.0	0	1	131300.68	0	2.0	Akeroyd	1.7824552392879809	1.7850000000000001
2320.0	15681446.0	636.0	Germany	Female	37.0	9.0	157098.52	1	1	153535.27	0	1.0	Sun	1.4391016531757337	1.1400000000000001
3543.0	15636024.0	692.0	Spain	Female	34.0	4.0	109699.08	1	1	37898.91	0	1.0	Blackburn	1.3786637740527772	1.1199999999999999
3678.0	15790442.0	631.0	Spain	Male	33.0	2.0	0.0	1	1	158268.84	0	2.0	Wright	1.7659620854122169	1.8916666666666664
9600.0	15690456.0	749.0	Germany	Female	32.0	7.0	79523.13	0	1	157648.12	0	1.0	Yudina	1.735219824312989	1.2166666666666666
3092.0	15662901.0	656.0	France	Male	37.0	2.0	0.0	0	1	67840.81	0	2.0	Hu	1.724613897680227	2.0
676.0	15754605.0	563.0	France	Female	39.0	5.0	0.0	1	1	17603.81	0	2.0	Jarvis	1.7341891817988535	2.0166666666666666
8677.0	15576124.0	582.0	France	Male	41.0	1.0	40488.76	1	0	128528.83	0	1.0	Muravyova	1.6099495430267625	1.1
4885.0	15569274.0	678.0	Germany	Male	49.0	2.0	116933.11	1	0	195053.58	1	1.0	Pisano	1.4926017424057247	1.3
8080.0	15766552.0	643.0	France	Male	37.0	6.0	0.0	0	0	142454.77	0	2.0	Rossi	1.7878538437502551	2.1
1963.0	15692416.0	358.0	Spain	Female	52.0	8.0	143542.36	1	0	141959.11	1	3.0	Aikenhead	1.2543099318071047	2.202380952380952
1841.0	15569209.0	464.0	Spain	Female	34.0	5.0	76001.57	1	1	158668.87	0	1.0	Amaechi	1.5176094315919724	1.130952380952381
7169.0	15587297.0	507.0	France	Male	33.0	7.0	0.0	1	1	85411.01	0	2.0	Ruiz	1.723400900563466	1.9433333333333334
9899.0	15746569.0	589.0	France	Male	38.0	4.0	0.0	1	0	95483.48	1	1.0	Tsui	1.7025412186630815	1.3916666666666666
3539.0	15761023.0	554.0	Germany	Female	43.0	2.0	120847.11	1	0	7611.61	1	1.0	Murphy	1.4730914325150806	1.0
